gemeente|data|titel|klasse 
gemeente-teylingen-teylingen|Naar aanleiding van de doorgeleiding van de besluitvorming van het AB van de Omgevingsdienst West-Holland wordt de gemeenteraad verzocht in te stemmen met de 9e wijziging van de gemeenschappelijke regeling Omgevingsdienst West-Holland.  De Wet gemeenschappelijke regelingen is gewijzigd per 1 januari 2015. Vanwege deze wetswijziging dient de Regeling van de Omgevingsdienst West-Holland uiterlijk voor 1 januari 2016 te worden aangepast. De wijziging is opgesteld in verband met de dualisering van het gemeente- en provinciebestuur.|16: 9e Wijziging gemeenschappelijke regelling Omgevingsdienst West Holland |Agendapunt
gemeente-teylingen-teylingen|Het jaarverslag van de welstandscommissie geeft een overzicht van de werkzaamheden die in 2014 door de welstandscommissie zijn verricht op het gebied van welstandstoezicht. Er zijn 198 aanvragen binnengekomen die een welstandstoets behoeven. Daarvan zijn 110 aanvragen beoordeeld door de welstandscommissie en op 2 na zijn de adviezen van de commissie door het college overgenomen. De overige adviezen zijn ambtelijk getoetst aan de welstandsnota.|15: Jaarverslag Welstandscommissie|Agendapunt
gemeente-teylingen-teylingen|Op 26 maart 2015 heeft de gemeenteraad een afwijzend besluit genomen op een verzoek om een weg in de Hemmeerpolder aan het openbaar verkeer te onttrekken. Tegen dit besluit is bij Gedeputeerde Staten van Zuid-Holland een beroepschrift ingediend door advocatenkantoor Geelkerken en Linskens te Leiden, namens de heer J. D. van Egmond en de V.O.F. W.J.P van der Geest, beide gevestigd en woonachtig te Warmond. Gedeputeerde Staten hebben op 10 juli 2015 aan de gemeenteraad gevraagd om binnen vier weken een verweerschrift in te dienen. Het verweerschrift is binnen de termijn op 5 augustus 2015 ingestuurd. Het ingezonden verweerschrift moet achteraf door de gemeenteraad worden bekrachtigd.|22: Bekrachtiging ingediend verweerschrift bij de provincie Zuid-Holland vanwege beroepsprocedure om weg in Hemmeerpolder aan openbaar verkeer te onttrekken|Agendapunt
gemeente-teylingen-teylingen|Stukken zijn geheim. Stukken zijn voor raadsleden via SharePoint beschikbaar. |24: Vaststellen gemeentelijke grondexploitatie Hooghkamer 2015|Agendapunt
gemeente-teylingen-teylingen|Het begrip &quot;spelen&quot; krijgt door de veranderingen in de samenleving een andere dimensie. Kinderen spelen steeds meer binnen met de iPad of laptop en hebben virtuele vrienden op Facebook. Gevolg hiervan is dat kinderen minder buiten komen, minder bewegen en dikker worden. Om kinderen naar buiten te krijgen is meer verlokking nodig dan de huidige speelplaatsen bieden. Spelen dat beter aansluit op de interesse van kinderen wordt gevonden bij natuurlijk spelen en informeel spelen, en minder bij de bekende speelplaatsen met een glijbaan, schommel en wipkip. Binnen het beschikbare budget zal het nieuwe speelplaatsenbeleid de leidraad zijn om de huidige jeugd weer buiten aan het spelen te krijgen.  Het nieuwe beleid gaat uit van de speerpunten natuurlijk spelen, informeel spelen en participatie. De samenleving zal meer betrokken worden bij het tot stand komen en het dagelijks onderhoud van de speelplaatsen. Tevens wordt in het nieuwe speelplaatsenbeleid ingegaan op hangjongeren en oplossingen om overlast te verminderen of te voorkomen.  Het concept speelplaatsenbeleid heeft zes weken ter inzage gelegen. Er zijn geen zienswijzen ontvangen.|18: Speelplaatsenbeleid|Agendapunt
gemeente-teylingen-teylingen|Het inkoopplan geeft kaders voor de inkoop van jeugdhulp voor 2016 waarbinnen de De Tijdelijke Werkorganisatie Opdrachtgeverschap Jeugdhulp Holland Rijnland kan werken voor de 13 samenwerkende gemeenten.    |26: Vaststellen Inkoopplan Jeugdhulp 2016|Agendapunt
gemeente-teylingen-teylingen|De Boterhuispolder is een uniek stuk natuur aan de rand van stedelijk gebied. We willen dit stuk natuur beleefbaar maken voor inwoners en bezoekers van de regio en tegelijkertijd de bijzondere kwaliteiten van dit gebied beschermen. In dit besluit zijn de kaders aangeven waarbinnen de gemeente met de andere participanten in dit traject een uitvoeringsagenda op kunnen stellen. In juli 2014 heeft een ontwerpsessie plaatsgevonden met inwoners en bezoekers van de polder  In het voorstel zijn volgende uitgangspunten opgenomen voor de deelname aan het project in de Boterhuispolder:  1. Behoud van de polder op de lange termijn  2. Aandacht voor de balans tussen natuur, recreatie en agrarische bedrijvigheid  3. Goede bereikbaarheid  4. Aandacht voor educatie over de geschiedenis van de polder en natuur.   5. De gemeente neemt als participant deel aan dit traject.   6. Inzetten van grond in bezit van de gemeente in de polder.   In afwachting van een memo van het college over de stand van zaken projecten en aangelegde fietspaden is dit punt als bespreekstuk geagendeerd.|25.a: Vaststellen uitgangspunten Boterhuispolder|Agendapunt
gemeente-teylingen-teylingen|In de voorjaarsrapportage wordt de raad ge&#239;nformeerd over de afwijkingen ten opzichte van de programmabegroting 2015. Dit kan aanleiding geven voor de raad tot bijsturing van de uitvoering van het huidige beleid.De raad wordt voorgesteld om de voorjaarsrapportage 2015 vast te stellen samen met de voorgestelde wijzigingen in programmabudgetten en een aanvraag tot een investering.|20: Voorjaarsrapportage 2015|Agendapunt
commissie-ruimte|[Doel: Besluitvormend]    Dit bestemmingsplan maakt aan de Rijnsburgerweg 6 te Voorhout de realisatie van 3 greenportwoningen mogelijk, inclusief groen, natuurvriendelijke oevers, water en een toegangsweg. Het ontwerpbestemmingsplan heeft van 18 juni 2015 t/m 29 juli 2015 ter inzage gelegen. Er zijn geen zienswijzen ingediend op het ontwerpbestemmingsplan. Aan de raad wordt voorgesteld het bestemmingsplan &#39;Rijnsburgerweg 6, Voorhout&#39; (ongewijzigd) vast te stellen. Er hoeft geen exploitatieplan vastgesteld te worden. |11: Bestemmingsplan Rijnsburgerweg 6|Agendapunt
gemeente-teylingen-teylingen|De Kadernotitie beschrijft de kijk op communicatie van de gemeente Teylingen. En hoe we de communicatie gaan versterken, gericht op de aanbevelingen uit eerder onderzoek en de behoefte van samenleving, bestuur en organisatie. In het raadsprogramma lopen samenwerken en participatie als rode draden door het programma. Communicatie is daarin van cruciaal belang. De gemeente Teylingen kan op een aantal punten de communicatie versterken.  De notitie geeft richting aan versterken van communicatieve kracht van de gemeente Teylingen door:  - Extern winnen is intern beginnen: door te investeren in een goede interne communicatiestructuur (bijvoorbeeld een interactiever intranet).   - Sluit aan op dat wat leeft in de buitenwereld en breng deze binnen. Zoek daarbij aansluiting en bedenk een creatieve (proces) aanpak.  - Investeer in verwachtingsmanagement. Wat doe je met inbreng van bewoners? Betreft het samenwerking? Geef dit duidelijk aan en handel daarnaar.  - Maak duidelijk wie de afzender is en wie waar over gaat: raad, college, organisatie of samenleving. Het advies daarbij is ook om vaker de (politieke) dilemma’s en afwegingen die zijn gemaakt te delen met de communicatiedoelgroep. Dit helpt in het verbeteren van de relatie!  - Meer focus. We moeten meer focus aanbrengen in communicatie, minder onderwerpen evenveel aandacht geven, maar keuzes maken en terugkomen op de belangrijkste door meer te herhalen.   - Ook willen we de effectiviteit van communicatie steeds opnieuw bekijken.  In de notitie is aangegeven wat we gaan doen om dit te bereiken. Deze notitie wordt (of is) verder concreet uitgewerkt in een raadscommunicatie-aanpak, een collegecommunicatie-aanpak, interne communicatie en de afdelingsplannen|13: Kadernotitie communicatie en uitvoeringsplan gemeente Teylingen|Agendapunt
gemeente-teylingen-teylingen|[Doel: Besluitvormend]    De Duurzaamheidslening Teylingen faciliteert huiseigenaren bij de financiering van duurzaamheidsinvesteringen aan hun woning. De gemeenteraad heeft in maart 2014 de &#39;Verordening Duurzaamheidsleningen Teylingen&#39; vastgesteld. In dit voorstel wordt informatie gegeven over de resultaten van de Duurzaamheidslening en worden aanpassingen voorgesteld voor de verordening.|12: Informatie en aanpassing Verordening Duurzaamheidsleningen Teylingen|Agendapunt
gemeente-teylingen-teylingen|Bekrachtiging geheimhouding commissie Ruimte van 1 september ten aanzien van de vergadering, de stukken en het verhandelde met betrekking tot de grondexploitatie Hooghkamer zoals beschreven in artikel 25, vierde lid Gemeentewet. Stukken zijn voor raadsleden via SharePoint beschikbaar|23: Bekrachtiging geheimhouding besloten vergadering commissie Ruimte 1 september|Agendapunt
gemeente-teylingen-teylingen|De Veiligheidsregio Hollands Midden heeft een concept Regionaal Risicoprofiel Veiligheidsregio Hollands Midden 2016-2019 opgesteld. Het regionaal risicoprofiel heeft tot doel inzicht te krijgen in de risico’s die binnen de veiligheidsregio bestaan. Aan de raad wordt gevraagd, op basis van het concept regionaal risicoprofiel, haar wensen kenbaar te maken voor het beleidsplan van de veiligheidsregio. Op 26 november stelt het Algemeen Bestuur het risicoprofiel definitief vast.  |17: Regionaal Risicoprofiel Veiligheidsregio|Agendapunt
gemeente-teylingen-teylingen|In de Gemeenschappelijke regeling Holland Rijnland zijn de regels opgenomen waaraan het samenwerkingsorgaan zich dient te houden bij de belangenbehartiging van de deelnemende gemeenten en bij de uitoefenen van de taken en bevoegdheden die door de deelnemende gemeenten aan het samenwerkingsverband zijn overgedragen In het kader van #Kracht 15 is het noodzakelijk gebleken deze gemeenschappelijk regeling te wijzigen. Het Algemeen Bestuur heeft op 24 juni 2015 de 7e algehele herziening van de Gemeenschappelijke regeling Holland Rijnland vastgesteld. In de brief van 25 juni 2015 verzoekt het Dagelijks Bestuur van Holland Rijnland de gemeenteraad om in te stemmen met de 7e wijziging van de Gemeenschappelijke regeling Holland Rijnland. De gewijzigde regeling treedt per 1 januari 2016 in werking mits 2/3 van de gemeenteraden instemt met de gewijzigde Regeling (artikel 38). Het wijzigingsvoorstel wordt ter instemming voorgelegd aan de gemeenteraad|19: 7e Algemene herziening Gemeenschappelijke regeling samenwerkingsorganisatie Holland Rijnland|Agendapunt
commissie-welzijn|[Doel: Opini&#235;rend]    De ChristenUnie stelt voor een onafhankelijke toezichthouder te benoemen op het sociaal domein. Het onafhankelijk toezicht richt zich op de vraag of het uitvoeringskader voldoet in het licht van de problemen die mensen ondervinden met de uitvoering van het Sociaal Domein volgend op klachten- en bezwaarprocedures. Het is er voor gevallen waar alle regels goed zijn nageleefd of zijn uitgevoerd, maar die er toch toe leiden dat inwoners tussen wal en schip vallen en blijven hangen. Het onafhankelijk toezicht is geen instrument van het College maar wordt wettelijk ingesteld door de gemeenteraad en brengt verslag &amp; advies uit aan de gemeenteraad.|13: Initiatiefvoorstel ChristenUnie Onafhankelijk toezicht 3D |Agendapunt
commissie-welzijn|[Doel: Besluitvormend]    Op 1 januari 2015 zijn in Teylingen twee Jeugd- en gezinsteams (JGT) van start gegaan als onderdeel van het Centrum voor Jeugd en Gezin (CJG). Team Sassenheim/Warmond is samen met het CJG gehuisvest, team Voorhout heeft haar kantoorfunctie en klantcontacten op twee aparte locaties, respectievelijk in het Bestuurscentrum, een tijdelijke oplossing, en bij het CJG aan het Oosthoutplein. Nu, na driekwart jaar, zijn beide huisvestingsconstructies ge&#235;valueerd en kan door middel van vergelijking een besluit worden genomen over definitieve huisvestingoplossing voor het JGT in Voorhout. Er zijn vier mogelijke, permanente, huisvestingsopties in Voorhout onderzocht (Bibliotheek, de Klaproos, oud schoolgebouw Ter Haar Romenystraat en een gedeelte van het Bestuurscentrum). De raad wordt gevraagd in te stemmen met het huisvesten van het CJG Voorhout (inclusief JGT) in een vleugel van het Bestuurscentrum.|9: Huisvesting Jeugd- en Gezinsteams|Agendapunt
commissie-ruimte|[Doel: Informerend]    Nieuwe Woningwet: de hoofdpunten  Namens de drie corporaties die actief zijn in Teylingen (Stek, Vooruitgang en Warmunda) verzorgt Hans Al (directeur Stek) een presentatie over de nieuwe Woningwet die vanaf 1 juli 2015 in werking is getreden. Aan het einde is er gelegenheid om vragen te stellen aan de corporaties.    De belangrijkste punten:  1. Het werkterrein voor corporaties wordt kleiner  2. Er wordt een actievere rol gevraagd van de Gemeente   3. Gemeente en huurders en corporaties doen het (nog meer) samen    De belangrijkste punten:  1. Het werkterrein voor corporaties wordt kleiner  2. Er wordt een actievere rol gevraagd van de Gemeente   3. Gemeente en huurders en corporaties doen het (nog meer) samen|9: Presentatie Woningwet|Agendapunt
commissie-ruimte|[Doel: Besluitvormend]    De Duurzaamheidslening Teylingen faciliteert huiseigenaren bij de financiering van duurzaamheidsinvesteringen aan hun woning. De gemeenteraad heeft in maart 2014 de &#39;Verordening Duurzaamheidsleningen Teylingen&#39; vastgesteld. In dit voorstel wordt informatie gegeven over de resultaten van de Duurzaamheidslening en worden aanpassingen voorgesteld voor de verordening.|12: Informatie en aanpassing Verordening Duurzaamheidsleningen Teylingen|Agendapunt
commissie-ruimte|(22.00-22.30 uur)   [Besluitvormend] In de commissievergadering van 13 oktober is een start- en keuzenotitie behandeld waarin kaders en uitgangspunten zijn gevraagd voor het nieuw op te stellen Afvalbeleidsplan. Door verschillende fracties is de voorkeur uitgesproken om ook burgerparticipatie in te zetten bij de  totstandkoming van het beleidsplan en de keuzes die hierin gemaakt moeten worden. Naar  aanleiding van dit verzoek is een startnotitie opgesteld waarin kaders en uitgangspunten  worden gevraagd voor het afvalbeleidsplan en de wijze waarop burgerparticipatie bij de  beleidsvorming plaatsvindt. In de raad van 17 december vragen we om akkoord te gaan met de  startnotitie. Dit is de eerste stap in het te doorlopen proces dat moet leiden tot een nieuw  afvalbeleidplan.|11: Afvalbeleidsplan - Startnotitie kaders en uitgangspunten|Agendapunt
commissie-ruimte|20-30 uur-21.00 uur  [Besluitvormend] De gemeenteraad van Teylingen besluit tot het vaststellen van het voorkeursmaatregelpakket in het kader van het project Hoogwaardig Openbaar Vervoer (HOV) Teylingen. Het maatregelpakket is gericht op de implementatie van HOV op de corridor Noordwijk-Schiphol, die door Teylingen loopt. Met de maatregelen wordt bereikt dat huidige en toekomstige capaciteitsknelpunten in het wegennet in Voorhout en Sassenheim worden opgelost en daarmee de doelstellingen voor het HOV kunnen worden gerealiseerd|6: Voorkeursmaatregelenpakket Hoogwaardig Openbaar Vervoer Teylingen|Agendapunt
commissie-ruimte|20-30 uur-21.00 uur  [Besluitvormend] De gemeenteraad van Teylingen besluit tot het vaststellen van het voorkeursmaatregelpakket in het kader van het project Hoogwaardig Openbaar Vervoer (HOV) Teylingen. Het maatregelpakket is gericht op de implementatie van HOV op de corridor Noordwijk-Schiphol, die door Teylingen loopt. Met de maatregelen wordt bereikt dat huidige en toekomstige capaciteitsknelpunten in het wegennet in Voorhout en Sassenheim worden opgelost en daarmee de doelstellingen voor het HOV kunnen worden gerealiseerd|6: Voorkeursmaatregelenpakket Hoogwaardig Openbaar Vervoer Teylingen|Agendapunt
gemeente-teylingen-teylingen|Verzoek is om per gemeente twee raadsleden af te vaardigen naar de werkgroep strategie met als doel o.a. het formuleren van de doelstellingen van Strategie en Innovatie, het uitwerken van de doelstellingen naar concrete taken en activiteiten van Strategie  en Innovatie inclusief de politiek-bestuurlijke ontwikkeling zoals het    ‘meegroeien’ van de raden en de colleges in het kader van het verbeteren van   de strategische kwaliteit HLT.  |8: Bemensing en opdracht werkgroep strategie|Agendapunt
commissie-ruimte|(21.30-21.45 uur)  [Doel: Besluitvormend] De gemeenteraad wordt gevraagd te besluiten een (ontwerp)verklaring van geen bedenkingen af te geven op grond waarvan een omgevingsvergunning kan worden verleend zodat de 150 kV kabel t.p.v. de rotonde Jacoba van Beierenweg / Bollendreef (voorheen Zuidelijke Randweg) tot ter hoogte van Jacoba van Beierenweg 93b in Voorhout volledig gelegaliseerd gaat worden omdat de kabel niet conform het bestemmingsplan is aangelegd.|9: Ontwerpverklaring van geen bedenkingen 150 kV kabeltrac&#233; Luchterduinen, Jacoba van Beierenweg Voorhout |Agendapunt
gemeente-teylingen-teylingen|In deze memo wordt beschreven hoe wij in Teylingen in de praktijk omgaan met vergaderingen en  stukken die (deels) geheim zijn. Doel is het aantal geheime stukken en vergaderingen zo beperkt  mogelijk te houden. Een tweede doel is duidelijke en praktische afspraken te maken omtrent  bekrachtiging en opheffen van geheimhouding.|13: Memo en protocol geheimhouding|Agendapunt
commissie-ruimte|(21.15-21.30 uur)  [Doel: Besluitvormend] De gemeenteraad wordt gevraagd een (ontwerp)verklaring van geen bedenkingen af te geven op grond waarvan een omgevingsvergunning kan worden verleend zodat de 150 kV kabel binnen het terrein van TenneT aan de Carolus Clusiuslaan in Sassenheim volledig gelegaliseerd gaat worden omdat de kabel niet conform het bestemmingsplan is aangelegd.|8: Ontwerpverklaring van geen bedenkingen 150 kV kabeltrac&#233; Luchterduinen, Carolus Clusiuslaan, Sassenheim |Agendapunt
gemeente-teylingen-teylingen|In aanloop tot de ambtelijke fusie is, op basis van de drie bestaande formats voor raadsvoorstellen en besluiten, een gezamenlijk format voor raadsvoorstellen en besluiten opgesteld door de griffiers. Voorstel is om in ieder geval vwb de voorstellen over de ambtelijke fusie te gaan werken met dit gezamenlijke format en hier de komende maanden ervaring mee op te doen. |10: Gezamenlijk format raadsvoorstellen en besluiten HLT|Agendapunt
gemeente-teylingen-teylingen|Als gevolg van de wijziging van de gemeenschappelijke regeling Holland Rijnland wordt het aantal AB leden per gemeente teruggebracht tot twee leden en twee plaatsvervangende leden. Verzoek is om in de raad van 17 december twee AB leden en twee plaatsvervangende leden te benoemen. Vanuit de huidige leden van het AB zal in deze presidiumvergadering een voorstel besproken worden voor bemensing van het AB Holland Rijnland.|7: Bemensing AB Holland Rijnland|Agendapunt
gemeente-teylingen-teylingen|Als gevolg van de wijziging van de gemeenschappelijke regeling Holland Rijnland wordt het aantal AB leden per gemeente teruggebracht tot twee leden en twee plaatsvervangende leden. Verzoek is om in de raad van 17 december twee AB leden en twee plaatsvervangende leden te benoemen. Vanuit de huidige leden van het AB zal in deze presidiumvergadering een voorstel besproken worden voor bemensing van het AB Holland Rijnland.|7: Bemensing AB Holland Rijnland|Agendapunt
gemeente-teylingen-teylingen|Op verzoek van Trilokaal is dit punt toegevoegd met de vraag: is het wenselijk om na het vooraf indienen van de moties en amendementen ook een gezamenlijk overlegmoment te cre&#235;ren met de fracties.|14: Evaluatie begrotingsbehandelng|Agendapunt
gemeente-teylingen-teylingen|Vanuit verschillende partijbesturen zijn signalen/verzoeken ontvangen voor het organiseren van workshops voor aspirant raadsleden. Een mogelijkheid is om dit in te vullen via de workshops Politiek Actief van Prodemos. Cursus Politiek Actief bij ProDemos    Cursus Politiek Actief  Wilt u uw algemene kennis over de lokale democratie vergroten? Wilt u weten hoe de lokale politiek werkt en hoe u invloed kunt hebben op de besluitvorming? Of heeft u plannen om u bij volgende verkiezingen verkiesbaar te stellen als gemeenteraadslid? Dan is de cursus Politiek actief van ProDemos iets voor u.    De cursus Politiek Actief combineert de theorie over het politieke stelsel met lessen uit de praktijk. Tijdens de cursus maakt u onder meer kennis met ervaren politici en krijgt u tips en trucs van een ervaren lobbyist.     De cursus Politiek Actief combineert de theorie over het politieke stelsel met lessen uit de praktijk. Tijdens de cursus maakt u onder meer kennis met ervaren politici en krijgt u tips en trucs van een ervaren lobbyist. Met behulp van de training ‘Debatteren’ werkt u aan uw debatvaardigheden.    Voor wie is deze cursus bedoeld?    Iedereen met interesse in de lokale politiek is van harte welkom om mee te doen. De cursus Politiek Actief is een ori&#235;nterende cursus die vragen beantwoordt als ‘Hoe werkt de gemeente? Wat zijn de taken van een gemeenteraad? Hoe kan je als burger de besluitvorming effectief be&#239;nvloeden? Is het werk van een gemeenteraadslid iets voor mij?’     ProDemos organiseerde deze cursus in 2015 in 10 gemeenten.    |12: Workshops Politiek actief voor aspirant raadsleden via Prodemos|Agendapunt
commissie-bft|20.00-20.30 uur.  [Besluitvormend] Op 29 oktober 2015 heeft de raad per amendement besloten om in de cie BFT van 2 december 2015 en de raad van 17 december 2015 de criteria en werkwijze voor de evaluatie van het Ondernemersfonds in 2017 te bespreken, zodat dit helder is voor de start van het Ondernemersfonds per 1 januari 2016. Update 13 november 2015: er zijn nog geen stukken beschikbaar. |5: Criteria en werkwijze voor de evaluatie ondernemersfonds in 2017|Agendapunt
gemeente-teylingen-teylingen|Vanuit verschillende partijbesturen zijn signalen/verzoeken ontvangen voor het organiseren van workshops voor aspirant raadsleden. Een mogelijkheid is om dit in te vullen via de workshops Politiek Actief van Prodemos. Cursus Politiek Actief bij ProDemos    Cursus Politiek Actief  Wilt u uw algemene kennis over de lokale democratie vergroten? Wilt u weten hoe de lokale politiek werkt en hoe u invloed kunt hebben op de besluitvorming? Of heeft u plannen om u bij volgende verkiezingen verkiesbaar te stellen als gemeenteraadslid? Dan is de cursus Politiek actief van ProDemos iets voor u.    De cursus Politiek Actief combineert de theorie over het politieke stelsel met lessen uit de praktijk. Tijdens de cursus maakt u onder meer kennis met ervaren politici en krijgt u tips en trucs van een ervaren lobbyist.     De cursus Politiek Actief combineert de theorie over het politieke stelsel met lessen uit de praktijk. Tijdens de cursus maakt u onder meer kennis met ervaren politici en krijgt u tips en trucs van een ervaren lobbyist. Met behulp van de training ‘Debatteren’ werkt u aan uw debatvaardigheden.    Voor wie is deze cursus bedoeld?    Iedereen met interesse in de lokale politiek is van harte welkom om mee te doen. De cursus Politiek Actief is een ori&#235;nterende cursus die vragen beantwoordt als ‘Hoe werkt de gemeente? Wat zijn de taken van een gemeenteraad? Hoe kan je als burger de besluitvorming effectief be&#239;nvloeden? Is het werk van een gemeenteraadslid iets voor mij?’     ProDemos organiseerde deze cursus in 2015 in 10 gemeenten.    |12: Workshops Politiek actief voor aspirant raadsleden via Prodemos|Agendapunt
commissie-bft|20.00-20.30 uur.  [Besluitvormend] Op 29 oktober 2015 heeft de raad per amendement besloten om in de cie BFT van 2 december 2015 en de raad van 17 december 2015 de criteria en werkwijze voor de evaluatie van het Ondernemersfonds in 2017 te bespreken, zodat dit helder is voor de start van het Ondernemersfonds per 1 januari 2016. Update 13 november 2015: er zijn nog geen stukken beschikbaar. |5: Criteria en werkwijze voor de evaluatie ondernemersfonds in 2017|Agendapunt
commissie-ruimte|(21.00-21.15 uur)  [Doel: Besluitvormend] Het bestemmingsplan &#39;Rijnsburgerweg 8, Voorhout&#39; is er op gericht om in totaal negen vrijstaande woningen op het perceel Rijnsburgerweg 8 te Voorhout te bouwen, alsmede een gemeenschappelijke ontsluitingsweg om de kavels te kunnen ontsluiten op de Rijnsburgerweg.  Het gaat hierbij om zeven Greenportwoningen, &#233;&#233;n ruimte-voor-Ruimtewoning en &#233;&#233;n woning ter vervanging van een bedrijfswoning in verband met bedrijfsbe&#235;indiging. De bestaande bedrijfsopstallen en bedrijfswoning op dit perceel worden gesloopt.    Het ontwerpbestemmingsplan heeft van 27 augustus 2015 t/m 7 oktober 2015 ter inzage gelegen. Er zijn geen zienswijzen ingediend op het ontwerpbestemmingsplan. Aan de raad wordt voorgesteld het bestemmingsplan &#39;Rijnsburgerweg 8, Voorhout&#39; (ongewijzigd) vast te stellen. Er hoeft geen exploitatieplan vastgesteld te worden.|7: Bestemmingsplan Rijnsburgerweg 8|Agendapunt
commissie-bft|Bij het tabblad ingekomen stukken (aan de linkerkant) is bij 17 december 2015 de volledige opsomming van de ingekomen stukken voor de drie commissies opgenomen. Let op dat bij de webversie van de ingekomen stukken de juiste datum van 17 december 2015 is aangegeven. Bij de app-versie van Ibabs is de sortering wel goed. |10: Ingekomen stukken|Agendapunt
commissie-bft|Bij het tabblad ingekomen stukken (aan de linkerkant) is bij 17 december 2015 de volledige opsomming van de ingekomen stukken voor de drie commissies opgenomen. Let op dat bij de webversie van de ingekomen stukken de juiste datum van 17 december 2015 is aangegeven. Bij de app-versie van Ibabs is de sortering wel goed. |10: Ingekomen stukken|Agendapunt
gemeente-teylingen-teylingen|Uit de jaarrekeningcontrole 2013 van de accountant is gebleken dat de wijze waarop de ISD in de afgelopen jaren de ontvangsten van de eigen bijdrage van het CAK heeft verantwoord niet geheel in overeenstemming is met de financi&#235;le wetgeving. Om dit probleem in &#233;&#233;n keer op te lossen, zonder dat het voor de ISD en de gemeenten lastige administratieve gevolgen heeft, heeft de accountant geadviseerd een stelselwijziging door te voeren. Het gaat hier om een technische aanpassing in de begroting. De begrotingswijziging 2014-II is hier het gevolg van.|12: Begrotingswijziging 2014- II ISD Bollenstreek|Agendapunt
gemeente-teylingen-teylingen|[Besluitvormend] Op grond van de Verordening Commissie Bezwaarschriften en Klachten Teylingen treden de voorzitter en de leden van deze commissie af op de dag van het aftreden van de gemeenteraad. De aftredende voorzitter en de aftredende leden van de Commissie Bezwaarschriften en Klachten Teylingen blijven hun functie vervullen totdat in de opvolging is voorzien. Op grond van deze verordening benoemt u de voorzitter en de leden van deze commissie. De huidige voorzitter en vier leden van de Commissie Bezwaarschriften en Klachten Teylingen hebben aangegeven dat zij voor herbenoeming in aanmerking wensen te komen. Dit voorstel voorziet hierin. Aangezien er twee open gevallen plaatsen zijn, voorziet dit voorstel er tevens in dat twee nieuwe leden voor deze   commissie door u worden benoemd.|20: Benoeming leden commissie Bezwaarschriften en Klachten|Agendapunt
gemeente-teylingen-teylingen|De Regionale Dienst Openbare Gezondheidszorg Hollands Midden (RDOG HM) heeft een begroting 2015 ingediend.   De gemeenteraad wordt gevraagd om haar gevoelens kenbaar te maken over deze begroting.|17: Begroting RDOG HM 2015|Agendapunt
gemeente-teylingen-teylingen|Doel: besluitvormend   De concept-jaarrekening 2013 en de ontwerpbegroting 2015 van de ISD Bollenstreek zijn ingediend en de gemeenteraad kan hierop een zienswijze geven. |15: Jaarrekening 2013 en ontwerpbegroting 2015 ISD Bollenstreek|Agendapunt
gemeente-teylingen-teylingen|[Besluitvormend] Op advies van de auditcommissie is het voorstel om in te stemmen met    - verlenging van de overeenkomst met de Deloitte voor &#233;&#233;n jaar tot augustus 2015;   - de gevraagde verhoging van het tarief met € 12.000,- ex BTW en de begroting   conform te wijzigen.|23: Verlenging overeenkomst met accountant voor 1 jaar |Agendapunt
gemeente-teylingen-teylingen|[Besluitvormend] Op advies van de auditcommissie is het voorstel om in te stemmen met    - verlenging van de overeenkomst met de Deloitte voor &#233;&#233;n jaar tot augustus 2015;   - de gevraagde verhoging van het tarief met € 12.000,- ex BTW en de begroting   conform te wijzigen.|23: Verlenging overeenkomst met accountant voor 1 jaar |Agendapunt
gemeente-teylingen-teylingen|[Doel: besluitvormend] De voorjaarsrapportage geeft inzicht in de afwijkingen ten opzichte van de programmabegroting 2014 en geeft waar relevant de stand van zaken en nieuwe ontwikkelingen weer. De peildatum is 1 mei 2014. Uit deze voorjaarsrapportage blijkt dat de uitvoering van de programmabegroting 2014 op schema ligt.|22: Voorjaarsnota|Agendapunt
gemeente-teylingen-teylingen|[Doel: Besluitvormend]   De gemeenschappelijke regelingen van de Vuilverwerking Leiden e.o. (Gevulei) en het Vuilafvoerbedrijf &quot;Duin- en Bollenstreek&quot; (VAB) hebben (concept) begrotingen 2015 en (concept) begrotingen 2013 opgesteld. De raad wordt gevraagd om haar gevoelens daarover kenbaar te maken.|14: Ontwerpbegrotingen en concept jaarrekeningen VAB en Gevulei|Agendapunt
gemeente-teylingen-teylingen|[Besluitvormend] In de gemeenschappelijke regeling Veiligheidsregio Hollands Midden (GR VRHM) is bepaald dat het vaststellen en wijzigen van de begroting tot de taak en bevoegdheid van het Algemeen Bestuur (AB) behoort. Het AB stelt de begroting uiterlijk 1 juli voorafgaand aan het jaar waarvoor deze geldt. De gemeenschappelijke regeling voorziet er in dat het Dagelijks Bestuur (DB) de ontwerpprogrammabegroting aan de gemeenteraden aanbiedt. Hierbij hebben de gemeenteraden van de deelnemende gemeenten de mogelijkheid zienswijzen in te brengen. Voorstel is om een zienswijze in te brengen om de financi&#235;le kaderstelling toch door te voeren, tenzij de VRHM de nadelige gevolgen beter kan beargumenteren en inzicht te geven in de gevolgen van de Werkkostenregeling en de risico’s voor de gemeenten.|19: Begroting Veiligheidsregio Hollands Midden, zienswijze Teylingen|Agendapunt
