gemeente|data|titel|klasse 
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Parkeervisie in breed perspectief.  Het voorstel tot het vaststellen van de parkeervisie staat gepland voor uw vergadering van 10 oktober 2016. Vooruitlopend daarop beschouwt wethouder Van Dongen aan de hand van een presentatie de parkeervisie mede in relatie tot de bij de kadernota 2017-2020 aangenomen motie 'Vrij parkeren' zodat de raad in oktober in de gelegenheid wordt gesteld een gewogen, in breed perspectief geplaatst, besluit kan nemen. 5.  Voorstel tot het vaststellen van het bestemmingsplan Rijksweg 109  Het bestemmingsplan Rijksweg 109 is opgesteld om het mogelijk te maken de agrarische bebouwing behorende bij het bedrijf van initiatiefnemer M.C. Zonneveld BV te vergroten naar maximaal 1,5 hectare. Ten tijde van het vaststellen van het ter plekke thans vigerende bestemmingsplan Julianadorp Zuid-Oost 2010 was het niet mogelijkheid agrarische bebouwing te realiseren met een groter oppervlak dan 1 hectare. Na wijziging van provinciaal beleid zijn later vastgestelde bestemmingsplannen binnen onze gemeente voorzien van de mogelijkheid om agrarische bebouwing te realiseren tot een oppervlak van 1,5 hectare. De commissie dient de raad te adviseren over het voorstel. 6.  Stand van zaken Stadsvernieuwing.  In iedere vergadering van de commissie Stadsontwikkeling en - beheer wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen met betrekking tot de projecten op het gebied van stadsvernieuwing. 7.  Sluiting.  |Verslag 2. Spreekrecht burgers.|Verslag
gemeente-amstelveen-amstelveen-nh|Toelichting: In 2015 heeft de raad krediet beschikbaar gesteld voor de toekomstige huisvesting van de Piet Heinschool. Wijziging van het Tracébesluit A9 maakte het nodig om het huisvestingsplan van de Piet Heinschool aan te passen. De bedoeling is nu om de school te huisvesten op twee in plaats van drie locaties, te weten aan de Wibautlaan 46 en de dr. Schaepmanlaan 2. De locaties aan de dr. Schaepmanlaan 4, 5 en 7 komen vrij voor herontwikkeling en verkoop. <br>Besluit: De raad besluit overeenkomstig het voorstel.|12: Huisvestingsplan Piet Heinschool |Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Parkeervisie in breed perspectief.  Het voorstel tot het vaststellen van de parkeervisie staat gepland voor uw vergadering van 10 oktober 2016. Vooruitlopend daarop beschouwt wethouder Van Dongen aan de hand van een presentatie de parkeervisie mede in relatie tot de bij de kadernota 2017-2020 aangenomen motie 'Vrij parkeren' zodat de raad in oktober in de gelegenheid wordt gesteld een gewogen, in breed perspectief geplaatst, besluit kan nemen. 5.  Voorstel tot het vaststellen van het bestemmingsplan Rijksweg 109  Het bestemmingsplan Rijksweg 109 is opgesteld om het mogelijk te maken de agrarische bebouwing behorende bij het bedrijf van initiatiefnemer M.C. Zonneveld BV te vergroten naar maximaal 1,5 hectare. Ten tijde van het vaststellen van het ter plekke thans vigerende bestemmingsplan Julianadorp Zuid-Oost 2010 was het niet mogelijkheid agrarische bebouwing te realiseren met een groter oppervlak dan 1 hectare. Na wijziging van provinciaal beleid zijn later vastgestelde bestemmingsplannen binnen onze gemeente voorzien van de mogelijkheid om agrarische bebouwing te realiseren tot een oppervlak van 1,5 hectare. De commissie dient de raad te adviseren over het voorstel. 6.  Stand van zaken Stadsvernieuwing.  In iedere vergadering van de commissie Stadsontwikkeling en - beheer wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen met betrekking tot de projecten op het gebied van stadsvernieuwing. 7.  Sluiting.  |Verslag 5. Voorstel tot het vaststellen van het bestemmingsplan Rijksweg 109|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel tot het vaststellen van de Leegstandsverordening.  Een leegstandverordening biedt de gemeente de mogelijkheid vastgoedeigenaren van leegstaande panden in de binnenstad actief aan te spreken. Pandeigenaren worden verplicht om leegstand te melden. Vervolgens gaat de gemeente in overleg met de eigenaren over mogelijke oplossingen. Er kan een boete worden opgelegd als pandeigenaren niet meewerken.  De commissie dient de raad te adviseren over het voorstel. 5.  Voorstel tot het vaststellen van de Woonvisie Den Helder 2016-2020.  Met de Woonvisie, die in samenspraak met betrokken partijen is opgesteld, wordt beoogd dat Den Helder voor de verschillende doelgroepen een stad blijft waar het prettig wonen en werken is. In de visie is aangegeven welke opgaven er liggen om dat te bereiken. Op basis van deze visie worden vervolgens prestatieafspraken gemaakt met woningbouwcorporaties.  De commissie dient de raad te adviseren over het voorstel. 6.  Tijdelijke uitbreiding camperplaatsen Willemsoord.  Dit onderwerp is op verzoek van wethouder Kuipers aan de agenda toegevoegd. Willemsoord BV heeft verzocht het aantal camperplaatsen tijdelijk te mogen verhogen. Het college is voornemens medewerking te verlenen aan het tijdelijk toestaan (tot 15 september 2016) van de uitbreiding van het aantal camperplaatsen op Willemsoord naar 40. Het college wil met de leden van de raadscommissie Stadsontwikkeling en -beheer in gesprek gaan over de tijdelijke uitbreiding van de campersplaatsen in relatie tot de gewenste ruimtelijke ontwikkelingen op Willemsoord (het schuine pad) en het ontbreken van draagvlak bij de (mini)campingeigenaren. 7.  Presentatie verkeer / inrichting Kop Beatrixstraat.  Met de presentatie geeft wethouder Kuipers nog voor het zomerreces invulling aan de toezegging die is gedaan in de raadsvergadering van 23 mei 2016 naar aanleiding van de ingediende motie over de bebouwing van het kanonnenpleintje. De presentatie geeft volgens de wethouder de verkeerssituatie weer van de actuele situatie. 8.  Presentatie stand van zaken erfgoed  De nieuwe Erfgoedwet, de verwachte Omgevingswet en andere ontwikkelingen en trends op het gebied van erfgoed vormen voor wethouder Kuipers de aanleiding de commissie te informeren over de veranderingen. De commissie wordt meegenomen in het proces tot actualisatie van het Erfgoedbeleid in Den Helder. 9.  Sluiting.  |Verslag 4. Voorstel tot het vaststellen van de Leegstandsverordening.|Verslag
gemeente-den-helder-den-helder-nh|De betrokken regionaal portefeuillehouders geven aan de hand van een presentatie een inhoudelijke toelichting op de bestuursopdrachten en de daaruit voortvloeiende projecten en programma’s. Eventuele vragen kunnen worden beantwoord. De toelichting dient ter voorbereiding op de behandeling van het voorstel dat gaat over de financiële aspecten van het programma De Kop Werkt! dat ter behandeling zal worden aangeboden voor de Regionale Raadscommissie Noordkop van 3 november 2016.|5. Regionaal ruimtelijk-economisch programma De Kop Werkt!|Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening.   2.  Spreekrecht burgers.   3.  Vragenkwartier.   4.  Bepalen stemvolgorde.   5.  Vaststellen agenda.   6.  De recente ontwikkelingen bij Noordwest Ziekenhuisgroep en de informatievoorziening hierover door het college van burgemeester en wethouders naar de gemeenteraad.  De raadsleden Assorgia, Dol, Biersteker, Van Driesten, Vermooten, Wouters, Pruiksma en De Vrij hebben, op basis van artikel 17, lid 2, van de Gemeentewet een verzoek ingediend tot het houden van een extra raadsvergadering op 8 augustus 2016 over de recente ontwikkelingen bij Noordwest Ziekenhuisgroep en de informatievoorziening hierover door het college van burgemeester en wethouders naar de gemeenteraad. 7.  Sluiting  |Verslag 1. Opening.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening.   2.  Spreekrecht burgers.   3.  Vragenkwartier.   4.  Bepalen stemvolgorde.   5.  Vaststellen agenda.   6.  De recente ontwikkelingen bij Noordwest Ziekenhuisgroep en de informatievoorziening hierover door het college van burgemeester en wethouders naar de gemeenteraad.  De raadsleden Assorgia, Dol, Biersteker, Van Driesten, Vermooten, Wouters, Pruiksma en De Vrij hebben, op basis van artikel 17, lid 2, van de Gemeentewet een verzoek ingediend tot het houden van een extra raadsvergadering op 8 augustus 2016 over de recente ontwikkelingen bij Noordwest Ziekenhuisgroep en de informatievoorziening hierover door het college van burgemeester en wethouders naar de gemeenteraad. 7.  Sluiting  |Verslag Gemeenteraad 08 augustus 2016 19:30:00|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel met betrekking tot aankoop ingerichte ruimte herontwikkeling Lidwina.  Recent is het project herontwikkeling Lidwina gereed gekomen. Op grond van de koop-realisatieovereenkomst van 12 juli 2006 dient de gemeente na de bouwwerkzaamheden de ingerichte openbare ruimte over te nemen van Woontij voor de koopsom van € 787.524,- Voor dit aankoopbedrag is in 2006 een bestemmingsreserve ingesteld. Het college van burgemeester en wethouders stelt thans voor de bestemmingsreserve in te zetten voor het doel waarvoor deze is ingesteld, namelijk de aankoop van de ingerichte grond van Woontij. De commissie dient de raad over het voorstel te adviseren. 5.  Europese aanbesteding accountancydiensten 2017-2021.  Het contract met Ernst & Young Accountants loopt per 1 juni 2017 af en kan niet meer verlengd worden. Voor het afsluiten van een nieuw contract is een aanbesteding noodzakelijk. Gelet op de voorkeur van de raad een contract af te sluiten voor een periode van 5 boekjaren (2017 t/m 2021) en het bedrag dat met de accountancydiensten gemoeid is, is een Europese aanbesteding wettelijk voorgeschreven. Thans wordt de raad voorgesteld de ‘Offerteaanvraag accountancydiensten aan de gemeente Den Helder 2017-2021’ vast te stellen voor deze Europese aanbesteding. De commissie dient de raad te adviseren over het voorstel. 6.  Presentatie herziening exploitatie Zeestad CV/BV  Zeestad geeft een besloten presentatie over de herziening van de exploitatie Zeestad CV/BV per 1 januari 2016.   Vanwege de financiële en economische belangen van de gemeente heeft het college van burgemeester en wethouders geheimhouding opgelegd ten aanzien van de inhoud van de exploitatie. In verband hiermee wordt de commissie voorgesteld dit agendapunt in beslotenheid te behandelen. 7.  Sluiting.  |Verslag 4. Voorstel met betrekking tot aankoop ingerichte ruimte herontwikkeling Lidwina.|Verslag
58c16a1bbb59056809b91909|De stemvolgorde begint bij dhr. Tigges.|2: Loting volgorde stemming|Agendapunt
raadscommissie-abm|Toelichting: De stadsregio Amsterdam (SRA) zal op 1 januari 2017 voor het beleidsterrein verkeer en vervoer verdergaan als Vervoerregio Amsterdam. Andere beleidsterreinen van de stadsregio (ruimte, wonen, economie) komen hiermee te vervallen en hiervoor in de plaats zal de Metropoolregio Amsterdam (MRA) gaan fungeren als regionaal samenwerkingsverband. De MRA is een al bestaand netwerk dat de komende maanden zal worden uitgebouwd tot een lichte vorm van samenwerking, vooral gericht op inhoudelijke afstemming tussen colleges. Hierbij worden geen bevoegdheden of grote budgetten overgedragen. Om vrijblijvendheid te voorkomen, is er voor gekozen om de samenwerking te bezegelen met een convenant. De gemeenteraad wordt gevraagd zich uit te spreken over de door hem gewenste betrokkenheid bij en invloed op de MRA-samenwerking.<br>Besluit: De commissie heeft gediscussieerd over de betrokkenheid van de raad bij de samenwerking in de Metropoolregio Amsterdam.|11: Betrokkenheid van de raad bij de samenwerking in de metropoolregio Amsterdam|Agendapunt
gemeente-den-helder-den-helder-nh|1.  De vergadering van de commissie Bestuur en Middelen van 20 juni 2016 is geannuleerd.  |Verslag 1. De vergadering van de commissie Bestuur en Middelen van 20 juni 2016 is geannuleerd.|Verslag
gemeente-amstelveen-amstelveen-nh|Toelichting: De raad neemt afscheid van Axel Boomgaars, raadslid van GroenLinks en van Tom Ponjee, raadslid van de VVD.<br>Besluit: De raad neemt afscheid van de heren Boomgaars en Ponjee. Zij worden door de voorzitter van de raad toegesproken en krijgen een vaas als afscheidscadeau.|1: Afscheid van de raadsleden de heer A.A.M. Boomgaars en de heer T.P. Ponjee|Agendapunt
gemeente-amstelveen-amstelveen-nh|Toelichting: De fracties mogen ter ondersteuning aan aantal burgerleden benoemen voor deelname aan de vergaderingen van de raadscommissies. Vandaag wordt Guido Dennenbroek beëdigd als burgerlid van de PvdA fractie.<br>Besluit: De heer Dennenbroek wordt be&euml;digd als burgerlid van de PvdA fractie. Hij legt de belofte af.|4: Beëdiging burgerlid|Agendapunt
58c16744bb59056809b918fb|Raadsvoorstel is gewijzigd    Het Rijk, de VNG en IPO hebben afspraken gemaakt over de overgang van de bestuurlijke verantwoordelijkheid van de zorg voor jeugd naar gemeenten in 2015. Het regionaal transitiearrangement van de 14 samenwerkende gemeenten in Twente geeft invulling aan de gemaakte afspraken. Daarbij gaat het vooral om het komen tot zorgcontinuïteit voor kinderen en jongeren die op 31 december 2014 in zorg zijn (of die op een wachtlijst staan), waarbij er een nauwe relatie is met het in stand houden van de zorginfrastructuur en het beperken van frictiekosten. Het transitiearrangement wordt uiterlijk 31 oktober 2013 bij de landelijke transitiecommissie ingediend onder voorbehoud van instemming van de gemeenteraad. Gemeenten en partners zien het vooral als een belangrijke mijlpaal in de ontwikkeling naar zorgcontinuïteit voor de kinderen en jongeren die dit nodig hebben. Aangezien er nog onduidelijkheden bestaan rondom cijfers en budgetten, hebben bestuurders geen bindende afspraken gemaakt maar is wel het commitment afgesproken om zorgcontinuïteit te realiseren.|11: Regionaal Transitiearrangement Jeugdzorg Twente |Agendapunt
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Plan van aanpak sociale innovatie.  In het door de gemeenteraad vastgestelde Transitieplan Sociaal Domein 'Naar een vitale samenleving' is opgenomen dat de ingrijpende verandering van de manier van werken en denken die aan de wetgeving ten grondslag ligt vraagt om een systeem- en cultuuromslag, waarbij sprake is van wederzijdse afhankelijkheden en belangen van inwoners. In dit kader worden er in Den Helder verschillende pilots ontwikkeld en geïmplementeerd. De commisie wordt verzocht te reageren op het plan van aanpak met inachtneming van de  bespreekpunten zoals aangegeven in de begeleidende memo. 5.  Bestuursrapportages Sociaal Domein 3e en 4e kwartaal 2015.  De Bestuursrapportages geven inzicht in de belangrijkste ontwikkelingen over 2015 op de terreinen binnen het Sociaal Domein. De commissie wordt verzocht te reageren op de bestuursrapportage. 6.  Stand van zaken Sociaal Domein.  In iedere vergadering van de commissie Maatschappelijke ontwikkeling wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen en voortgang met betrekking tot de transities in het Sociaal Domein. 7.  Sluiting.  |Verslag 6. Stand van zaken Sociaal Domein.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Plan van aanpak sociale innovatie.  In het door de gemeenteraad vastgestelde Transitieplan Sociaal Domein 'Naar een vitale samenleving' is opgenomen dat de ingrijpende verandering van de manier van werken en denken die aan de wetgeving ten grondslag ligt vraagt om een systeem- en cultuuromslag, waarbij sprake is van wederzijdse afhankelijkheden en belangen van inwoners. In dit kader worden er in Den Helder verschillende pilots ontwikkeld en geïmplementeerd. De commisie wordt verzocht te reageren op het plan van aanpak met inachtneming van de  bespreekpunten zoals aangegeven in de begeleidende memo. 5.  Bestuursrapportages Sociaal Domein 3e en 4e kwartaal 2015.  De Bestuursrapportages geven inzicht in de belangrijkste ontwikkelingen over 2015 op de terreinen binnen het Sociaal Domein. De commissie wordt verzocht te reageren op de bestuursrapportage. 6.  Stand van zaken Sociaal Domein.  In iedere vergadering van de commissie Maatschappelijke ontwikkeling wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen en voortgang met betrekking tot de transities in het Sociaal Domein. 7.  Sluiting.  |Verslag 5. Bestuursrapportages Sociaal Domein 3e en 4e kwartaal 2015.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel de visie cultuur vast te stellen en de cultuurnota (2007) in te trekken.  Cultuur is belangrijk voor onze gemeente. Het draagt bij aan persoonlijke ontwikkeling, het verbindt de mensen in onze stad en het stimuleert jong en oud om betrokken te blijven bij de samenleving. Daarbij heeft cultuur een gunstig effect op ons leef- en woonklimaat en op onze lokale economie. Om dat brede effect van cultuur te realiseren is een goede visie op cultuur van belang. De nieuwe visie geeft de gemeentelijke speerpunten weer: kinderen maken kennis met cultuur, participatie, Den Helder als cultureel hart van de regio en cultureel ondernemerschap. De commissie dient de raad te adviseren over het voorstel. 5.  Stand van zaken Sociaal Domein.  In iedere vergadering van de commissie Maatschappelijke ontwikkeling wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen en voortgang met betrekking tot de transities in het Sociaal Domein. 6.  Sluiting.  |Verslag 1. Opening en mededelingen.|Verslag
gemeente-den-helder-den-helder-nh|1.  De vergadering van de commissie Bestuur en Middelen van 9 mei 2016 is geannuleerd.  |Verslag 1. De vergadering van de commissie Bestuur en Middelen van 9 mei 2016 is geannuleerd.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Presentatie toeristische ontwikkelingen Huisduinen.  De heer K. Schoemaker geeft in samenwerking met de heren A. Koning en J. Rietvink een presentatie over zijn plannen met betrekking tot toeristische ontwikkelingen in Huisduinen. De commissie wordt in de gelegenheid gesteld hierover vragen te stellen. 5.  Carport Nieuw-Den Helder.  De carport (samenkomstplek in Nieuw-Den Helder) wordt conform eerdere afspraken binnenkort verwijderd. De burgemeester bespreekt met de commissie een aantal toekomstscenario's in dit verband. 6.  Rapportage Port of Den Helder tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Port of Den Helder om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 7.  Rapportage Zeestad tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Zeestad om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 8.  Rapportage Willemsoord tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Willemsoord de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 9.  Sluiting.  |Verslag Raadscommissie Bestuur en Middelen 11 april 2016 19:30:00|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening.   2.  Spreekrecht burgers.   3.  Vragenkwartier.   4.  Bepalen stemvolgorde.   5.  Vaststellen agenda.   6.  De recente ontwikkelingen bij Noordwest Ziekenhuisgroep en de informatievoorziening hierover door het college van burgemeester en wethouders naar de gemeenteraad.  De raadsleden Assorgia, Dol, Biersteker, Van Driesten, Vermooten, Wouters, Pruiksma en De Vrij hebben, op basis van artikel 17, lid 2, van de Gemeentewet een verzoek ingediend tot het houden van een extra raadsvergadering op 8 augustus 2016 over de recente ontwikkelingen bij Noordwest Ziekenhuisgroep en de informatievoorziening hierover door het college van burgemeester en wethouders naar de gemeenteraad. 7.  Sluiting  |Verslag 3. Vragenkwartier.|Verslag
gemeente-den-helder-den-helder-nh|1.  De vergadering van de commissie Bestuur en Middelen van 1 februari 2016 is geannuleerd.  |Verslag 1. De vergadering van de commissie Bestuur en Middelen van 1 februari 2016 is geannuleerd.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel tot het vaststellen van het beleidskader cultuur die de Cultuurnota (2007) vervangt.  Op 25 april 2016 heeft de gemeenteraad de nieuwe visie cultuur vastgesteld. In het nu voorliggende beleidskader zijn de speerpunten (kinderen & cultuur, iedereen doet mee, Den Helder als culturele hart van de regio en het cultureel ondernemen) verder uitgewerkt in doelstellingen en wordt de samenwerking tussen de gemeente en het culturele veld nader toegelicht. De commissie dient de raad te adviseren over het voorstel. 5.  Stand van zaken Sociaal Domein.  In iedere vergadering van de commissie Maatschappelijke ontwikkeling wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen en voortgang met betrekking tot de transities in het Sociaal Domein. 6.  Sluiting.  |Verslag 4. Voorstel tot het vaststellen van het beleidskader cultuur die de Cultuurnota (2007) vervangt.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Voorstel tot het vaststellen van de Verordening Cliëntenparticipatie 2016.  In de Wet maatschappelijke ondersteuning, Jeugdwet en Participatiewet is geregeld dat cliënten of hun vertegenwoordigers betrokken worden bij de uitvoering van de wet. De gemeente moet onder andere de wijze regelen waarop cliënten vroegtijdig gevraagd en ongevraagd advies uit kunnen brengen. Bij raadsbesluit van 15 februari 2016 heeft het college van burgemeester en wethouders tevens de opdracht gekregen de bestaande wijze van cliëntenparticipatie om te vormen tot een moderne particiaptieraad. De nu voorliggende verordening dient hier toe. De commissie dient de raad te adviseren over het voorstel. 5.  Voorstel met betrekking tot de jaarstukken 2015 en de begroting 2017 van de Gemeenschappelijke Regeling Gesubsidieerde Arbeid Kop van Noord-Holland.  De raad wordt gevraagd de zienswijze op de begroting 2017 van de Gemeenschappelijke Regeling Gesubsidieerde Arbeid Kop van Noord-Holland in te dienen bij het Dagelijks Bestuur van de Gemeenschappelijke Regeling Gesubsidieerde Arbeid Kop van Noord-Holland en kennis te nemen van de jaarstukken 2015. 6.  Voorstel tot het vaststellen van de deelsubsidieverordening Subsidieverlening sportverenigingen.  Tijdens de behandeling van de evaluatie van het sportbesluit is besloten om naast het continueren van het sportbesluit (tarieven en subsidies) ook de deelsubsidieverordening uit 2011 te continueren en in overeestemming te brengen met de uitkomsten uit de evaluatie van het sportbesluit.De voorliggende deelsubsidieverordening dient hier toe. De commissie dient de raad hierover te adviseren. 7.  Stand van zaken Sociaal Domein.  In iedere vergadering van de commissie Maatschappelijke ontwikkeling wordt de stand van zaken gegeven door de wethouder over de ontwikkelingen en voortgang met betrekking tot de transities in het Sociaal Domein. 8.  Sluiting.  |Verslag 8. Sluiting.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Presentatie toeristische ontwikkelingen Huisduinen.  De heer K. Schoemaker geeft in samenwerking met de heren A. Koning en J. Rietvink een presentatie over zijn plannen met betrekking tot toeristische ontwikkelingen in Huisduinen. De commissie wordt in de gelegenheid gesteld hierover vragen te stellen. 5.  Carport Nieuw-Den Helder.  De carport (samenkomstplek in Nieuw-Den Helder) wordt conform eerdere afspraken binnenkort verwijderd. De burgemeester bespreekt met de commissie een aantal toekomstscenario's in dit verband. 6.  Rapportage Port of Den Helder tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Port of Den Helder om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 7.  Rapportage Zeestad tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Zeestad om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 8.  Rapportage Willemsoord tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Willemsoord de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 9.  Sluiting.  |Verslag 2. Spreekrecht burgers.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Presentatie toeristische ontwikkelingen Huisduinen.  De heer K. Schoemaker geeft in samenwerking met de heren A. Koning en J. Rietvink een presentatie over zijn plannen met betrekking tot toeristische ontwikkelingen in Huisduinen. De commissie wordt in de gelegenheid gesteld hierover vragen te stellen. 5.  Carport Nieuw-Den Helder.  De carport (samenkomstplek in Nieuw-Den Helder) wordt conform eerdere afspraken binnenkort verwijderd. De burgemeester bespreekt met de commissie een aantal toekomstscenario's in dit verband. 6.  Rapportage Port of Den Helder tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Port of Den Helder om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 7.  Rapportage Zeestad tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Zeestad om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 8.  Rapportage Willemsoord tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Willemsoord de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 9.  Sluiting.  |Verslag 7. Rapportage Zeestad tweede halfjaar 2015.|Verslag
gemeente-den-helder-den-helder-nh|1.  Opening en mededelingen.   2.  Spreekrecht burgers.   3.  Vaststelling agenda.   4.  Presentatie toeristische ontwikkelingen Huisduinen.  De heer K. Schoemaker geeft in samenwerking met de heren A. Koning en J. Rietvink een presentatie over zijn plannen met betrekking tot toeristische ontwikkelingen in Huisduinen. De commissie wordt in de gelegenheid gesteld hierover vragen te stellen. 5.  Carport Nieuw-Den Helder.  De carport (samenkomstplek in Nieuw-Den Helder) wordt conform eerdere afspraken binnenkort verwijderd. De burgemeester bespreekt met de commissie een aantal toekomstscenario's in dit verband. 6.  Rapportage Port of Den Helder tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Port of Den Helder om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 7.  Rapportage Zeestad tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Zeestad om de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 8.  Rapportage Willemsoord tweede halfjaar 2015.  Het college van burgemeester en wethouders rapporteert twee keer per jaar over Willemsoord de raad inzicht te geven in de ontwikkelingen. De rapportage wordt in de commissie besproken. 9.  Sluiting.  |Verslag 8. Rapportage Willemsoord tweede halfjaar 2015.|Verslag
